Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
SEX100210D,Resident population: total males (April 1 - complete count) 2010,ABS,0,151781326,CENSUS-2010,
SEX120200D,Resident population: total males (April 1 - estimates base) 2000,ABS,0,138056129,CENSUSPOPEST,
SEX150200D,Resident population: total males (July 1 - estimate) 2000,ABS,0,138458548,CENSUSPOPEST,
SEX150201D,Resident population: total males (July 1 - estimate) 2001,ABS,0,139998551,CENSUSPOPEST,
SEX150202D,Resident population: total males (July 1 - estimate) 2002,ABS,0,141413818,CENSUSPOPEST,
SEX150203D,Resident population: total males (July 1 - estimate) 2003,ABS,0,142676927,CENSUSPOPEST,
SEX150204D,Resident population: total males (July 1 - estimate) 2004,ABS,0,144137674,CENSUSPOPEST,
SEX150205D,Resident population: total males (July 1 - estimate) 2005,ABS,0,145560767,CENSUSPOPEST,
SEX150206D,Resident population: total males (July 1 - estimate) 2006,ABS,0,147060702,CENSUSPOPEST,
SEX150207D,Resident population: total males (July 1 - estimate) 2007,ABS,0,148612102,CENSUSPOPEST,
SEX150208D,Resident population: total males (July 1 - estimate) 2008,ABS,0,150074226,CENSUSPOPEST,
SEX150209D,Resident population: total males (July 1 - estimate) 2009,ABS,0,151449490,CENSUSPOPEST,
SEX200200D,Resident population: total females (April 1 - complete count) 2000,ABS,0,143368343,CENSUSPOPEST,
SEX200210D,Resident population: total females (April 1 - complete count) 2010,ABS,0,156964212,CENSUS-2010,
SEX205210D,"Resident population: total females, percent (April 1 - complete count) 2010",PCT,1,50.8,CENSUS-2010,
SEX220200D,Resident population: total females (April 1 - estimates base) 2000,ABS,0,143368473,CENSUSPOPEST,
SEX250200D,Resident population: total females (July 1 - estimate) 2000,ABS,0,143713409,CENSUSPOPEST,
SEX250201D,Resident population: total females (July 1 - estimate) 2001,ABS,0,145083005,CENSUSPOPEST,
SEX250202D,Resident population: total females (July 1 - estimate) 2002,ABS,0,146390096,CENSUSPOPEST,
SEX250203D,Resident population: total females (July 1 - estimate) 2003,ABS,0,147649491,CENSUSPOPEST,
SEX250204D,Resident population: total females (July 1 - estimate) 2004,ABS,0,148908065,CENSUSPOPEST,
SEX250205D,Resident population: total females (July 1 - estimate) 2005,ABS,0,150192384,CENSUSPOPEST,
SEX250206D,Resident population: total females (July 1 - estimate) 2006,ABS,0,151532510,CENSUSPOPEST,
SEX250207D,Resident population: total females (July 1 - estimate) 2007,ABS,0,152967793,CENSUSPOPEST,
SEX250208D,Resident population: total females (July 1 - estimate) 2008,ABS,0,154300620,CENSUSPOPEST,
SEX250209D,Resident population: total females (July 1 - estimate) 2009,ABS,0,155557060,CENSUSPOPEST,
SEX255200D,"Resident population: total females, percent (July 1 - estimate) 2000",PCT,1,50.9,CENSUSPOPEST,
SEX255201D,"Resident population: total females, percent (July 1 - estimate) 2001",PCT,1,50.9,CENSUSPOPEST,
SEX255202D,"Resident population: total females, percent (July 1 - estimate) 2002",PCT,1,50.9,CENSUSPOPEST,
SEX255203D,"Resident population: total females, percent (July 1 - estimate) 2003",PCT,1,50.9,CENSUSPOPEST,
SEX255204D,"Resident population: total females, percent (July 1 - estimate) 2004",PCT,1,50.8,CENSUSPOPEST,
SEX255205D,"Resident population: total females, percent (July 1 - estimate) 2005",PCT,1,50.8,CENSUSPOPEST,
SEX255206D,"Resident population: total females, percent (July 1 - estimate) 2006",PCT,1,50.7,CENSUSPOPEST,
SEX255207D,"Resident population: total females, percent (July 1 - estimate) 2007",PCT,1,50.7,CENSUSPOPEST,
SEX255208D,"Resident population: total females, percent (July 1 - estimate) 2008",PCT,1,50.7,CENSUSPOPEST,
SEX255209D,"Resident population: total females, percent (July 1 - estimate) 2009",PCT,1,50.7,CENSUSPOPEST,
SEX300200D,Resident population: males per 100 females (April 1 - complete count) 2000,PCT,1,96.3,CENSUSPOPEST,
SEX300210D,Resident population: males per 100 females (April 1 - complete count) 2010,PCT,1,96.7,CENSUS-2010,
SEX320200D,Resident population: males per 100 females (April 1 - estimate base) 2000,PCT,1,96.3,CENSUSPOPEST,
SEX350200D,Resident population: males per 100 females (July 1 - estimate) 2000,PCT,1,96.3,CENSUSPOPEST,
SEX350201D,Resident population: males per 100 females (July 1 - estimate) 2001,PCT,1,96.5,CENSUSPOPEST,
SEX350202D,Resident population: males per 100 females (July 1 - estimate) 2002,PCT,1,96.6,CENSUSPOPEST,
SEX350203D,Resident population: males per 100 females (July 1 - estimate) 2003,PCT,1,96.6,CENSUSPOPEST,
SEX350204D,Resident population: males per 100 females (July 1 - estimate) 2004,PCT,1,96.8,CENSUSPOPEST,
SEX350205D,Resident population: males per 100 females (July 1 - estimate) 2005,PCT,1,96.9,CENSUSPOPEST,
SEX350206D,Resident population: males per 100 females (July 1 - estimate) 2006,PCT,1,97,CENSUSPOPEST,
SEX350207D,Resident population: males per 100 females (July 1 - estimate) 2007,PCT,1,97.2,CENSUSPOPEST,
SEX350208D,Resident population: males per 100 females (July 1 - estimate) 2008,PCT,1,97.3,CENSUSPOPEST,
SEX350209D,Resident population: males per 100 females (July 1 - estimate) 2009,PCT,1,97.4,CENSUSPOPEST,
SPR010170D,Social security - benefit recipients (Dec.) 1970,ABS,0,25669530,SSA,
SPR010175D,Social security - benefit recipients (Dec.) 1975,ABS,0,31319768,SSA,
SPR010180D,Social security - benefit recipients (Dec.) 1980,ABS,0,34682310,SSA,
SPR010185D,Social security - benefit recipients (Dec.) 1985,ABS,0,36165229,SSA,
SPR010190D,Social security - benefit recipients (Dec.) 1990,ABS,0,38901969,SSA,
SPR010191D,Social security - benefit recipients (Dec.) 1991,ABS,0,39647682,SSA,
SPR010192D,Social security - benefit recipients (Dec.) 1992,ABS,0,40543232,SSA,
SPR010193D,Social security - benefit recipients (Dec.) 1993,ABS,0,41260988,SSA,
SPR010194D,Social security - benefit recipients (Dec.) 1994,ABS,0,41880801,SSA,
SPR010195D,Social security - benefit recipients (Dec.) 1995,ABS,0,42372835,SSA,
SPR010196D,Social security - benefit recipients (Dec.) 1996,ABS,0,42706028,SSA,
SPR010197D,Social security - benefit recipients (Dec.) 1997,ABS,0,42924236,SSA,
SPR010198D,Social security - benefit recipients (Dec.) 1998,ABS,0,43185766,SSA,
SPR010199D,Social security - benefit recipients (Dec.) 1999,ABS,0,43521432,SSA,
SPR010200D,Social security - benefit recipients (Dec.) 2000,ABS,0,44314807,SSA,
SPR010201D,Social security - benefit recipients (Dec.) 2001,ABS,0,44752463,SSA,
SPR010202D,Social security - benefit recipients (Dec.) 2002,ABS,0,45299848,SSA,
SPR010203D,Social security - benefit recipients (Dec.) 2003,ABS,0,45874419,SSA,
SPR010204D,Social security - benefit recipients (Dec.) 2004,ABS,0,46509532,SSA,
SPR010205D,Social security - benefit recipients (Dec.) 2005,ABS,0,47236897,SSA,
SPR010206D,Social security - benefit recipients (Dec.) 2006,ABS,0,47894380,SSA,
SPR010207D,Social security - benefit recipients (Dec.) 2007,ABS,0,48600060,SSA,
SPR010208D,Social security - benefit recipients (Dec.) 2008,ABS,0,49599869,SSA,
SPR010209D,Social security - benefit recipients (Dec.) 2009,ABS,0,51176503,SSA,
SPR010210D,Social security - benefit recipients (Dec.) 2010,ABS,0,52641311,SSA,
SPR030170D,Social security - benefit payments for month (Dec.) 1970,TH$,0,2589892,SSA,
SPR030175D,Social security - benefit payments for month (Dec.) 1975,TH$,0,5639688,SSA,
SPR030180D,Social security - benefit payments for month (Dec.) 1980,TH$,0,10513306,SSA,
SPR030185D,Social security - benefit payments for month (Dec.) 1985,TH$,0,15659657,SSA,
SPR030190D,Social security - benefit payments for month (Dec.) 1990,TH$,0,21364163,SSA,
SPR030191D,Social security - benefit payments for month (Dec.) 1991,TH$,0,22734748,SSA,
SPR030192D,Social security - benefit payments for month (Dec.) 1992,TH$,0,24080542,SSA,
SPR030193D,Social security - benefit payments for month (Dec.) 1993,TH$,0,25281544,SSA,
SPR030194D,Social security - benefit payments for month (Dec.) 1994,TH$,0,26535793,SSA,
SPR030195D,Social security - benefit payments for month (Dec.) 1995,TH$,0,27729502,SSA,
SPR030196D,Social security - benefit payments for month (Dec.) 1996,TH$,0,28984911,SSA,
SPR030197D,Social security - benefit payments for month (Dec.) 1997,TH$,0,30002654,SSA,
SPR030198D,Social security - benefit payments for month (Dec.) 1998,TH$,0,30822361,SSA,
SPR030199D,Social security - benefit payments for month (Dec.) 1999,TH$,0,32080114,SSA,
SPR030200D,Social security - benefit payments for month (Dec.) 2000,TH$,0,34314805,SSA,
SPR030201D,Social security - benefit payments for month (Dec.) 2001,TH$,0,35937518,SSA,
SPR030202D,Social security - benefit payments for month (Dec.) 2002,TH$,0,37263706,SSA,
SPR030203D,Social security - benefit payments for month (Dec.) 2003,TH$,0,38921670,SSA,
SPR030204D,Social security - benefit payments for month (Dec.) 2004,TH$,0,40924213,SSA,
SPR030205D,Social security - benefit payments for month (Dec.) 2005,TH$,0,43657667,SSA,
SPR030206D,Social security - benefit payments for month (Dec.) 2006,TH$,0,46198912,SSA,
SPR030207D,Social security - benefit payments for month (Dec.) 2007,TH$,0,48437188,SSA,
SPR030208D,Social security - benefit payments for month (Dec.) 2008,TH$,0,52810799,SSA,
SPR030209D,Social security - benefit payments for month (Dec.) 2009,TH$,0,55010330,SSA,
SPR030210D,Social security - benefit payments for month (Dec.) 2010,TH$,0,57115466,SSA,
SPR110190D,Social security: retired workers - benefit recipients (Dec.) 1990,ABS,0,24843892,SSA,
SPR110191D,Social security: retired workers - benefit recipients (Dec.) 1991,ABS,0,24857429,SSA,
SPR110192D,Social security: retired workers - benefit recipients (Dec.) 1992,ABS,0,25313013,SSA,
SPR110193D,Social security: retired workers - benefit recipients (Dec.) 1993,ABS,0,25646322,SSA,
SPR110194D,Social security: retired workers - benefit recipients (Dec.) 1994,ABS,0,25938733,SSA,
SPR110195D,Social security: retired workers - benefit recipients (Dec.) 1995,ABS,0,26194315,SSA,
SPR110196D,Social security: retired workers - benefit recipients (Dec.) 1996,ABS,0,26409139,SSA,
SPR110197D,Social security: retired workers - benefit recipients (Dec.) 1997,ABS,0,26773019,SSA,
SPR110198D,Social security: retired workers - benefit recipients (Dec.) 1998,ABS,0,26997893,SSA,
SPR110199D,Social security: retired workers - benefit recipients (Dec.) 1999,ABS,0,27251862,SSA,
SPR110200D,Social security: retired workers - benefit recipients (Dec.) 2000,ABS,0,27956866,SSA,
SPR110201D,Social security: retired workers - benefit recipients (Dec.) 2001,ABS,0,28277247,SSA,
SPR110202D,Social security: retired workers - benefit recipients (Dec.) 2002,ABS,0,28615864,SSA,
SPR110203D,Social security: retired workers - benefit recipients (Dec.) 2003,ABS,0,28942835,SSA,
SPR110204D,Social security: retired workers - benefit recipients (Dec.) 2004,ABS,0,29347205,SSA,
SPR110205D,Social security: retired workers - benefit recipients (Dec.) 2005,ABS,0,29839453,SSA,
SPR110206D,Social security: retired workers - benefit recipients (Dec.) 2006,ABS,0,30330882,SSA,
SPR110207D,Social security: retired workers - benefit recipients (Dec.) 2007,ABS,0,30857360,SSA,
SPR110208D,Social security: retired workers - benefit recipients (Dec.) 2008,ABS,0,31581226,SSA,
SPR110209D,Social security: retired workers - benefit recipients (Dec.) 2009,ABS,0,32792755,SSA,
SPR110210D,Social security: retired workers - benefit recipients (Dec.) 2010,ABS,0,33845975,SSA,
SPR130190D,Social security: retired workers - benefit payments for month (Dec.) 1990,TH$,0,14966659,SSA,
SPR130191D,Social security: retired workers - benefit payments for month (Dec.) 1991,TH$,0,15731083,SSA,
SPR130192D,Social security: retired workers - benefit payments for month (Dec.) 1992,TH$,0,16615752,SSA,
SPR130193D,Social security: retired workers - benefit payments for month (Dec.) 1993,TH$,0,17390638,SSA,
SPR130194D,Social security: retired workers - benefit payments for month (Dec.) 1994,TH$,0,18199331,SSA,
SPR130195D,Social security: retired workers - benefit payments for month (Dec.) 1995,TH$,0,18973492,SSA,
SPR130196D,Social security: retired workers - benefit payments for month (Dec.) 1996,TH$,0,19800410,SSA,
SPR130197D,Social security: retired workers - benefit payments for month (Dec.) 1997,TH$,0,20615175,SSA,
SPR130198D,Social security: retired workers - benefit payments for month (Dec.) 1998,TH$,0,21191231,SSA,
SPR130199D,Social security: retired workers - benefit payments for month (Dec.) 1999,TH$,0,22068746,SSA,
SPR130200D,Social security: retired workers - benefit payments for month (Dec.) 2000,TH$,0,23774496,SSA,
SPR130201D,Social security: retired workers - benefit payments for month (Dec.) 2001,TH$,0,24904146,SSA,
SPR130202D,Social security: retired workers - benefit payments for month (Dec.) 2002,TH$,0,25798588,SSA,
SPR130203D,Social security: retired workers - benefit payments for month (Dec.) 2003,TH$,0,26886930,SSA,
SPR130204D,Social security: retired workers - benefit payments for month (Dec.) 2004,TH$,0,28236674,SSA,
SPR130205D,Social security: retired workers - benefit payments for month (Dec.) 2005,TH$,0,30130298,SSA,
SPR130206D,Social security: retired workers - benefit payments for month (Dec.) 2006,TH$,0,31931173,SSA,
SPR130207D,Social security: retired workers - benefit payments for month (Dec.) 2007,TH$,0,33557200,SSA,
SPR130208D,Social security: retired workers - benefit payments for month (Dec.) 2008,TH$,0,36716490,SSA,
SPR130209D,Social security: retired workers - benefit payments for month (Dec.) 2009,TH$,0,38505297,SSA,
SPR130210D,Social security: retired workers - benefit payments for month (Dec.) 2010,TH$,0,40124813,SSA,
SPR210190D,Social security: widows and widowers - benefit recipients (Dec.) 1990,ABS,0,5420832,SSA,
SPR210191D,Social security: widows and widowers - benefit recipients (Dec.) 1991,ABS,0,5319698,SSA,
SPR210192D,Social security: widows and widowers - benefit recipients (Dec.) 1992,ABS,0,5357333,SSA,
SPR210193D,Social security: widows and widowers - benefit recipients (Dec.) 1993,ABS,0,5368163,SSA,
SPR210194D,Social security: widows and widowers - benefit recipients (Dec.) 1994,ABS,0,5367786,SSA,
SPR210195D,Social security: widows and widowers - benefit recipients (Dec.) 1995,ABS,0,5351277,SSA,
SPR210196D,Social security: widows and widowers - benefit recipients (Dec.) 1996,ABS,0,5301225,SSA,
SPR210197D,Social security: widows and widowers - benefit recipients (Dec.) 1997,ABS,0,5131923,SSA,
SPR210198D,Social security: widows and widowers - benefit recipients (Dec.) 1998,ABS,0,5057750,SSA,
SPR210199D,Social security: widows and widowers - benefit recipients (Dec.) 1999,ABS,0,5001950,SSA,
SPR210200D,Social security: widows and widowers - benefit recipients (Dec.) 2000,ABS,0,4948134,SSA,
SPR210201D,Social security: widows and widowers - benefit recipients (Dec.) 2001,ABS,0,4867590,SSA,
SPR210202D,Social security: widows and widowers - benefit recipients (Dec.) 2002,ABS,0,4805684,SSA,
SPR210203D,Social security: widows and widowers - benefit recipients (Dec.) 2003,ABS,0,4737365,SSA,
SPR210204D,Social security: widows and widowers - benefit recipients (Dec.) 2004,ABS,0,4666226,SSA,
SPR210205D,Social security: widows and widowers - benefit recipients (Dec.) 2005,ABS,0,4585718,SSA,
SPR210206D,Social security: widows and widowers - benefit recipients (Dec.) 2006,ABS,0,4502395,SSA,
SPR210207D,Social security: widows and widowers - benefit recipients (Dec.) 2007,ABS,0,4436373,SSA,
SPR210208D,Social security: widows and widowers - benefit recipients (Dec.) 2008,ABS,0,4374031,SSA,
SPR210209D,Social security: widows and widowers - benefit recipients (Dec.) 2009,ABS,0,4319256,SSA,
SPR210210D,Social security: widows and widowers - benefit recipients (Dec.) 2010,ABS,0,4275083,SSA,
SPR230190D,Social security: widows and widowers - benefit payments for month (Dec.) 1990,TH$,0,2953871,SSA,
SPR230191D,Social security: widows and widowers - benefit payments for month (Dec.) 1991,TH$,0,3062575,SSA,
SPR230192D,Social security: widows and widowers - benefit payments for month (Dec.) 1992,TH$,0,3209693,SSA,
SPR230193D,Social security: widows and widowers - benefit payments for month (Dec.) 1993,TH$,0,3334100,SSA,
SPR230194D,Social security: widows and widowers - benefit payments for month (Dec.) 1994,TH$,0,3463002,SSA,
SPR230195D,Social security: widows and widowers - benefit payments for month (Dec.) 1995,TH$,0,3579620,SSA,
SPR230196D,Social security: widows and widowers - benefit payments for month (Dec.) 1996,TH$,0,3695205,SSA,
SPR230197D,Social security: widows and widowers - benefit payments for month (Dec.) 1997,TH$,0,3698002,SSA,
SPR230198D,Social security: widows and widowers - benefit payments for month (Dec.) 1998,TH$,0,3732465,SSA,
SPR230199D,Social security: widows and widowers - benefit payments for month (Dec.) 1999,TH$,0,3818749,SSA,
SPR230200D,Social security: widows and widowers - benefit payments for month (Dec.) 2000,TH$,0,3953208,SSA,
SPR230201D,Social security: widows and widowers - benefit payments for month (Dec.) 2001,TH$,0,4036557,SSA,
SPR230202D,Social security: widows and widowers - benefit payments for month (Dec.) 2002,TH$,0,4081433,SSA,
SPR230203D,Social security: widows and widowers - benefit payments for month (Dec.) 2003,TH$,0,4148302,SSA,
SPR230204D,Social security: widows and widowers - benefit payments for month (Dec.) 2004,TH$,0,4235457,SSA,
SPR230205D,Social security: widows and widowers - benefit payments for month (Dec.) 2005,TH$,0,4372069,SSA,
SPR230206D,Social security: widows and widowers - benefit payments for month (Dec.) 2006,TH$,0,4473729,SSA,
SPR230207D,Social security: widows and widowers - benefit payments for month (Dec.) 2007,TH$,0,4550105,SSA,
SPR230208D,Social security: widows and widowers - benefit payments for month (Dec.) 2008,TH$,0,4793728,SSA,
SPR230209D,Social security: widows and widowers - benefit payments for month (Dec.) 2009,TH$,0,4776715,SSA,
SPR230210D,Social security: widows and widowers - benefit payments for month (Dec.) 2010,TH$,0,4766456,SSA,
SPR310190D,Social security: disabled workers - benefit recipients (Dec.) 1990,ABS,0,3011164,SSA,
SPR310191D,Social security: disabled workers - benefit recipients (Dec.) 1991,ABS,0,3102410,SSA,
SPR310192D,Social security: disabled workers - benefit recipients (Dec.) 1992,ABS,0,3370614,SSA,
SPR310193D,Social security: disabled workers - benefit recipients (Dec.) 1993,ABS,0,3624279,SSA,
SPR310194D,Social security: disabled workers - benefit recipients (Dec.) 1994,ABS,0,3856091,SSA,
SPR310195D,Social security: disabled workers - benefit recipients (Dec.) 1995,ABS,0,4072970,SSA,
SPR310196D,Social security: disabled workers - benefit recipients (Dec.) 1996,ABS,0,4267141,SSA,
SPR310197D,Social security: disabled workers - benefit recipients (Dec.) 1997,ABS,0,4384517,SSA,
SPR310198D,Social security: disabled workers - benefit recipients (Dec.) 1998,ABS,0,4569791,SSA,
SPR310199D,Social security: disabled workers - benefit recipients (Dec.) 1999,ABS,0,4745711,SSA,
SPR310200D,Social security: disabled workers - benefit recipients (Dec.) 2000,ABS,0,4904221,SSA,
SPR310201D,Social security: disabled workers - benefit recipients (Dec.) 2001,ABS,0,5131450,SSA,
SPR310202D,Social security: disabled workers - benefit recipients (Dec.) 2002,ABS,0,5397134,SSA,
SPR310203D,Social security: disabled workers - benefit recipients (Dec.) 2003,ABS,0,5722372,SSA,
SPR310204D,Social security: disabled workers - benefit recipients (Dec.) 2004,ABS,0,6047421,SSA,
SPR310205D,Social security: disabled workers - benefit recipients (Dec.) 2005,ABS,0,6365104,SSA,
SPR310206D,Social security: disabled workers - benefit recipients (Dec.) 2006,ABS,0,6650045,SSA,
SPR310207D,Social security: disabled workers - benefit recipients (Dec.) 2007,ABS,0,6937804,SSA,
SPR310208D,Social security: disabled workers - benefit recipients (Dec.) 2008,ABS,0,7259094,SSA,
SPR310209D,Social security: disabled workers - benefit recipients (Dec.) 2009,ABS,0,7610679,SSA,
SPR310210D,Social security: disabled workers - benefit recipients (Dec.) 2010,ABS,0,8016515,SSA,
SPR330190D,Social security: disabled workers - benefit payments for month (Dec.) 1990,TH$,0,1768208,SSA,
SPR330191D,Social security: disabled workers - benefit payments for month (Dec.) 1991,TH$,0,1899693,SSA,
SPR330192D,Social security: disabled workers - benefit payments for month (Dec.) 1992,TH$,0,2119971,SSA,
SPR330193D,Social security: disabled workers - benefit payments for month (Dec.) 1993,TH$,0,2335832,SSA,
SPR330194D,Social security: disabled workers - benefit payments for month (Dec.) 1994,TH$,0,2561381,SSA,
SPR330195D,Social security: disabled workers - benefit payments for month (Dec.) 1995,TH$,0,2788754,SSA,
SPR330196D,Social security: disabled workers - benefit payments for month (Dec.) 1996,TH$,0,3016745,SSA,
SPR330197D,Social security: disabled workers - benefit payments for month (Dec.) 1997,TH$,0,3177531,SSA,
SPR330198D,Social security: disabled workers - benefit payments for month (Dec.) 1998,TH$,0,3364549,SSA,
SPR330199D,Social security: disabled workers - benefit payments for month (Dec.) 1999,TH$,0,3594226,SSA,
SPR330200D,Social security: disabled workers - benefit payments for month (Dec.) 2000,TH$,0,3873062,SSA,
SPR330201D,Social security: disabled workers - benefit payments for month (Dec.) 2001,TH$,0,4196541,SSA,
SPR330202D,Social security: disabled workers - benefit payments for month (Dec.) 2002,TH$,0,4520805,SSA,
SPR330203D,Social security: disabled workers - benefit payments for month (Dec.) 2003,TH$,0,4949090,SSA,
SPR330204D,Social security: disabled workers - benefit payments for month (Dec.) 2004,TH$,0,5426670,SSA,
SPR330205D,Social security: disabled workers - benefit payments for month (Dec.) 2005,TH$,0,5990948,SSA,
SPR330206D,Social security: disabled workers - benefit payments for month (Dec.) 2006,TH$,0,6523368,SSA,
SPR330207D,Social security: disabled workers - benefit payments for month (Dec.) 2007,TH$,0,6987682,SSA,
SPR330208D,Social security: disabled workers - benefit payments for month (Dec.) 2008,TH$,0,7740582,SSA,
SPR330209D,Social security: disabled workers - benefit payments for month (Dec.) 2009,TH$,0,8123132,SSA,
SPR330210D,Social security: disabled workers - benefit payments for month (Dec.) 2010,TH$,0,8583324,SSA,
SPR410190D,Supplemental security income recipients (Dec.) 1990,ABS,0,4816589,SSA,
SPR410191D,Supplemental security income recipients (Dec.) 1991,ABS,0,5117687,SSA,
SPR410192D,Supplemental security income recipients (Dec.) 1992,ABS,0,5565562,SSA,
SPR410193D,Supplemental security income recipients (Dec.) 1993,ABS,0,5983702,SSA,
SPR410194D,Supplemental security income recipients (Dec.) 1994,ABS,0,6295149,SSA,
SPR410195D,Supplemental security income recipients (Dec.) 1995,ABS,0,6513485,SSA,
SPR410196D,Supplemental security income recipients (Dec.) 1996,ABS,0,6613073,SSA,
SPR410197D,Supplemental security income recipients (Dec.) 1997,ABS,0,6494429,SSA,
SPR410198D,Supplemental security income recipients (Dec.) 1998,ABS,0,6565462,SSA,
SPR410199D,Supplemental security income recipients (Dec.) 1999,ABS,0,6555989,SSA,
SPR410200D,Supplemental security income recipients (Dec.) 2000,ABS,0,6601009,SSA,
SPR410201D,Supplemental security income recipients (Dec.) 2001,ABS,0,6687796,SSA,
SPR410202D,Supplemental security income recipients (Dec.) 2002,ABS,0,6787175,SSA,
SPR410203D,Supplemental security income recipients (Dec.) 2003,ABS,0,6901630,SSA,
SPR410204D,Supplemental security income recipients (Dec.) 2004,ABS,0,6987084,SSA,
SPR410205D,Supplemental security income recipients (Dec.) 2005,ABS,0,7113132,SSA,
SPR410206D,Supplemental security income recipients (Dec.) 2006,ABS,0,7234802,SSA,
SPR410207D,Supplemental security income recipients (Dec.) 2007,ABS,0,7358700,SSA,
SPR410208D,Supplemental security income recipients (Dec.) 2008,ABS,0,7519653,SSA,
SPR410209D,Supplemental security income recipients (Dec.) 2009,ABS,0,7675785,SSA,
SPR410210D,Supplemental security income recipients (Dec.) 2010,ABS,0,7911333,SSA,
SPR430190D,Supplemental security income - payments for month (Dec.) 1990,TH$,0,1413781,SSA,
SPR430191D,Supplemental security income - payments for month (Dec.) 1991,TH$,0,1640332,SSA,
SPR430192D,Supplemental security income - payments for month (Dec.) 1992,TH$,0,1995152,SSA,
SPR430193D,Supplemental security income - payments for month (Dec.) 1993,TH$,0,2063792,SSA,
SPR430194D,Supplemental security income - payments for month (Dec.) 1994,TH$,0,2206666,SSA,
SPR430195D,Supplemental security income - payments for month (Dec.) 1995,TH$,0,2334396,SSA,
SPR430196D,Supplemental security income - payments for month (Dec.) 1996,TH$,0,2398853,SSA,
SPR430197D,Supplemental security income - payments for month (Dec.) 1997,TH$,0,2441006,SSA,
SPR430198D,Supplemental security income - payments for month (Dec.) 1998,TH$,0,2530464,SSA,
SPR430199D,Supplemental security income - payments for month (Dec.) 1999,TH$,0,2573761,SSA,
SPR430200D,Supplemental security income - payments for month (Dec.) 2000,TH$,0,2676094,SSA,
SPR430201D,Supplemental security income - payments for month (Dec.) 2001,TH$,0,2839210,SSA,
SPR430202D,Supplemental security income - payments for month (Dec.) 2002,TH$,0,2951126,SSA,
SPR430203D,Supplemental security income - payments for month (Dec.) 2003,TH$,0,3077492,SSA,
SPR430204D,Supplemental security income - payments for month (Dec.) 2004,TH$,0,3223682,SSA,
SPR430205D,Supplemental security income - payments for month (Dec.) 2005,TH$,0,3366599,SSA,
SPR430206D,Supplemental security income - payments for month (Dec.) 2006,TH$,0,3499174,SSA,
SPR430207D,Supplemental security income - payments for month (Dec.) 2007,TH$,0,3735365,SSA,
SPR430208D,Supplemental security income - payments for month (Dec.) 2008,TH$,0,3879976,SSA,
SPR430209D,Supplemental security income - payments for month (Dec.) 2009,TH$,0,4119613,SSA,
SPR430210D,Supplemental security income - payments for month (Dec.) 2010,TH$,0,4273141,SSA,
SPR440190D,Supplemental security income - average monthly payments per recipient (Dec.) 1990,DOL,0,294,SSA,
SPR440191D,Supplemental security income - average monthly payments per recipient (Dec.) 1991,DOL,0,321,SSA,
SPR440192D,Supplemental security income - average monthly payments per recipient (Dec.) 1992,DOL,0,358,SSA,
SPR440193D,Supplemental security income - average monthly payments per recipient (Dec.) 1993,DOL,0,345,SSA,
SPR440194D,Supplemental security income - average monthly payments per recipient (Dec.) 1994,DOL,0,351,SSA,
SPR440195D,Supplemental security income - average monthly payments per recipient (Dec.) 1995,DOL,0,358,SSA,
SPR440196D,Supplemental security income - average monthly payments per recipient (Dec.) 1996,DOL,0,363,SSA,
SPR440197D,Supplemental security income - average monthly payments per recipient (Dec.) 1997,DOL,0,376,SSA,
SPR440198D,Supplemental security income - average monthly payments per recipient (Dec.) 1998,DOL,0,385,SSA,
SPR440199D,Supplemental security income - average monthly payments per recipient (Dec.) 1999,DOL,0,393,SSA,
SPR440200D,Supplemental security income - average monthly payments per recipient (Dec.) 2000,DOL,0,405,SSA,
SPR440201D,Supplemental security income - average monthly payments per recipient (Dec.) 2001,DOL,0,425,SSA,
SPR440202D,Supplemental security income - average monthly payments per recipient (Dec.) 2002,DOL,0,435,SSA,
SPR440203D,Supplemental security income - average monthly payments per recipient (Dec.) 2003,DOL,0,446,SSA,
SPR440204D,Supplemental security income - average monthly payments per recipient (Dec.) 2004,DOL,0,461,SSA,
SPR440205D,Supplemental security income - average monthly payments per recipient (Dec.) 2005,DOL,0,473,SSA,
SPR440206D,Supplemental security income - average monthly payments per recipient (Dec.) 2006,DOL,0,484,SSA,
SPR440207D,Supplemental security income - average monthly payments per recipient (Dec.) 2007,DOL,0,508,SSA,
SPR440208D,Supplemental security income - average monthly payments per recipient (Dec.) 2008,DOL,0,516,SSA,
SPR440209D,Supplemental security income - average monthly payments per recipient (Dec.) 2009,DOL,0,537,SSA,
SPR440210D,Supplemental security income - average monthly payments per recipient (Dec.) 2010,DOL,0,540,SSA,
VET010180D,Veterans - total 1980 (sample),ABS,0,28514544,CENSUS-1980,
VET010190D,Veterans - total 1990 (sample),ABS,0,27481055,CENSUS-1990,
VET010200D,Veterans - total 2000 (sample),ABS,0,26403703,CENSUS-2000,
VET110200D,Veterans - August 1990 or later (including Persian Gulf War) 2000 (sample),ABS,0,3024503,CENSUS-2000,
VET120190D,Veterans - Vietnam era 1990 (sample),ABS,0,8232414,CENSUS-1990,
VET120200D,Veterans - Vietnam era 2000 (sample),ABS,0,8380356,CENSUS-2000,
VET310190D,Veterans - males 1990  (sample),ABS,0,26330011,CENSUS-1990,
VET310200D,Veterans - males 2000  (sample),ABS,0,24810449,CENSUS-2000,
